epoch	accuracy	auc	kappa	loss	lr	val_accuracy	val_auc	val_kappa	val_loss
0	0.552095353603363	0.5352223515510559	0.05469018220901489	1.0836187601089478	0.001	0.5544688701629639	0.594903826713562	0.12256187200546265	0.6770699620246887
1	0.5957345366477966	0.585089921951294	0.09886813163757324	0.6803789138793945	0.001	0.595626175403595	0.6168726682662964	0.18001574277877808	0.7058770656585693
2	0.6233783960342407	0.6336936354637146	0.15909546613693237	0.6494608521461487	0.001	0.5345014929771423	0.6575947999954224	0.14919674396514893	0.7420110106468201
3	0.6375399231910706	0.6555928587913513	0.19058501720428467	0.6347604393959045	0.001	0.6377342939376831	0.6570108532905579	0.15010279417037964	0.6484524607658386
4	0.652550458908081	0.6776883602142334	0.22881847620010376	0.623790442943573	0.001	0.6649008393287659	0.7084720730781555	0.23515379428863525	0.6066645979881287
5	0.6698023676872253	0.7010728120803833	0.27029722929000854	0.6083303093910217	0.001	0.6423526406288147	0.6875489354133606	0.1745593547821045	0.620107889175415
6	0.6879711747169495	0.7284333109855652	0.31285297870635986	0.5879186391830444	0.001	0.681608259677887	0.7277056574821472	0.27107709646224976	0.5932419300079346
7	0.6999592185020447	0.7443411946296692	0.3431083559989929	0.5752111077308655	0.001	0.6915240287780762	0.724148154258728	0.32444095611572266	0.5943900346755981
8	0.7172451019287109	0.7701634168624878	0.3864065408706665	0.5531285405158997	0.001	0.6378701329231262	0.6995779871940613	0.2704182267189026	0.6254842877388
9	0.7355837821960449	0.7938640713691711	0.4291567802429199	0.5300345420837402	0.001	0.6639500260353088	0.7127100229263306	0.3038139343261719	0.6387707591056824
10	0.754058301448822	0.8198206424713135	0.4727054238319397	0.5028405785560608	0.001	0.6040478348731995	0.6756576895713806	0.22255700826644897	0.6659342646598816
11	0.7747402191162109	0.845308780670166	0.5197643041610718	0.47213560342788696	0.001	0.704020619392395	0.765085756778717	0.3861978054046631	0.5800342559814453
12	0.795524001121521	0.870259165763855	0.5669255256652832	0.4376176595687866	0.001	0.7083672881126404	0.7522703409194946	0.35388100147247314	0.6064023375511169
13	0.8182095885276794	0.8939124345779419	0.6160644888877869	0.39942455291748047	0.001	0.6917957067489624	0.7427581548690796	0.3546394109725952	0.6487610936164856
14	0.837227463722229	0.9147408604621887	0.6574646830558777	0.3609744608402252	0.001	0.6850040555000305	0.7442397475242615	0.3495023846626282	0.6738459467887878
15	0.8607280850410461	0.9357367157936096	0.7077445387840271	0.31746235489845276	0.001	0.6901656985282898	0.7435147166252136	0.3557249903678894	0.6903724670410156
16	0.8833457827568054	0.9533835649490356	0.7556743621826172	0.2743263840675354	0.001	0.6658516526222229	0.7240222096443176	0.3187111020088196	0.7815571427345276
17	0.9392447471618652	0.9856299161911011	0.8732600808143616	0.17190048098564148	0.00020000001	0.688535749912262	0.7528015971183777	0.36316829919815063	0.8096858263015747
18	0.9519798755645752	0.9902637600898743	0.8999693393707275	0.1441544145345688	0.00020000001	0.7036131620407104	0.7561264038085938	0.38644665479660034	0.8424455523490906
19	0.9605039954185486	0.9932426810264587	0.917749285697937	0.12569426000118256	0.00020000001	0.7124422788619995	0.7589746713638306	0.39596086740493774	0.8669021725654602
20	0.9685186147689819	0.9953240752220154	0.9344701170921326	0.10979538410902023	0.00020000001	0.7116273045539856	0.7591550946235657	0.3944476842880249	0.9334967136383057
21	0.9745296239852905	0.9968677759170532	0.9470060467720032	0.0957038626074791	0.00020000001	0.7037490010261536	0.757841169834137	0.3845038414001465	0.9498160481452942
