epoch	accuracy	auc	kappa	loss	lr	val_accuracy	val_auc	val_kappa	val_loss
0	0.5456428527832031	0.5374879240989685	0.05044823884963989	1.1867096424102783	0.001	0.532328188419342	0.5656800270080566	0.09250682592391968	0.8536434173583984
1	0.5611288547515869	0.5553290247917175	0.07107269763946533	1.1661670207977295	0.001	0.5988861918449402	0.5988096594810486	0.07789915800094604	0.683052122592926
2	0.5668002367019653	0.56415194272995	0.07902491092681885	1.035537600517273	0.001	0.5767454504966736	0.5895627737045288	0.15269619226455688	0.7855527997016907
3	0.5779732465744019	0.5755852460861206	0.10064804553985596	0.9440376162528992	0.001	0.5892420411109924	0.5743531584739685	0.05849176645278931	0.7250931859016418
4	0.5797731280326843	0.5751311182975769	0.10369950532913208	0.8344010710716248	0.001	0.5834012627601624	0.5461556911468506	0.011395275592803955	0.8621851801872253
5	0.598892867565155	0.6083969473838806	0.14076590538024902	0.7772994041442871	0.001	0.6282260417938232	0.6790270209312439	0.10884100198745728	0.6573395729064941
6	0.6185899376869202	0.6303358674049377	0.175595223903656	0.7006321549415588	0.001	0.6211627125740051	0.670725405216217	0.07762503623962402	0.7008959650993347
7	0.6320382952690125	0.6541301012039185	0.20176273584365845	0.6678034067153931	0.001	0.6543058753013611	0.679347813129425	0.22143423557281494	0.6204395294189453
8	0.6481355428695679	0.6740869879722595	0.23401963710784912	0.6387202739715576	0.001	0.6605541706085205	0.6776843070983887	0.21685057878494263	0.6182947158813477
9	0.6623989939689636	0.6960930228233337	0.2597777843475342	0.6131448745727539	0.001	0.6687041521072388	0.703953206539154	0.23840022087097168	0.6043545603752136
10	0.6733002662658691	0.7084181904792786	0.2830960750579834	0.6025052070617676	0.001	0.6567508578300476	0.699658215045929	0.20087093114852905	0.6204859018325806
11	0.6851864457130432	0.7233542203903198	0.31014561653137207	0.5900046229362488	0.001	0.6735941171646118	0.7120782732963562	0.23684412240982056	0.6153438091278076
12	0.692793607711792	0.7336012721061707	0.3269690275192261	0.5813523530960083	0.001	0.7007606625556946	0.7379288673400879	0.33817434310913086	0.5805509090423584
13	0.701691210269928	0.7461838126182556	0.3472821116447449	0.5722384452819824	0.001	0.607443630695343	0.6157747507095337	0.05660921335220337	0.6574984788894653
14	0.7072947025299072	0.7550879120826721	0.3615182042121887	0.5638739466667175	0.001	0.6911165714263916	0.7306036353111267	0.3113288879394531	0.5856748819351196
15	0.7133736610412598	0.7646929025650024	0.3746626377105713	0.5544253587722778	0.001	0.6737299561500549	0.7639238238334656	0.3498987555503845	0.5834519863128662
16	0.7247503995895386	0.7768866419792175	0.402465283870697	0.5431705117225647	0.001	0.6510459184646606	0.74855637550354	0.3130797743797302	0.6007146239280701
17	0.7365007400512695	0.7907788157463074	0.42924946546554565	0.5310518145561218	0.001	0.7086389660835266	0.7668221592903137	0.33020442724227905	0.566512942314148
18	0.7389798164367676	0.7970709800720215	0.4356946349143982	0.5230507254600525	0.001	0.7078239321708679	0.767297089099884	0.38295048475265503	0.5568169355392456
19	0.7467228174209595	0.8073702454566956	0.4533277153968811	0.5114847421646118	0.001	0.7155663967132568	0.7681251168251038	0.36019235849380493	0.5565140843391418
20	0.7575901746749878	0.8212869167327881	0.47879230976104736	0.4970484972000122	0.001	0.7192339301109314	0.7714239954948425	0.3677380681037903	0.5503731369972229
21	0.7626842260360718	0.828286349773407	0.49108558893203735	0.48867467045783997	0.001	0.7348546385765076	0.7849080562591553	0.4212167263031006	0.533625602722168
22	0.7732459306716919	0.8405569791793823	0.5151913166046143	0.4740595817565918	0.001	0.7309154868125916	0.7763658165931702	0.4133853316307068	0.5409780144691467
23	0.7791890501976013	0.8507686257362366	0.5287841558456421	0.4604072868824005	0.001	0.7114914655685425	0.777838945388794	0.33996373414993286	0.5683083534240723
24	0.787679135799408	0.8605952858924866	0.548346757888794	0.44702503085136414	0.001	0.7229014039039612	0.7730626463890076	0.3788756728172302	0.5546057820320129
25	0.7948787808418274	0.8688418865203857	0.5643020868301392	0.4340355098247528	0.001	0.7313230037689209	0.7789608836174011	0.4108944535255432	0.5448660254478455
26	0.8013991713523865	0.8804720640182495	0.5790261030197144	0.4176076650619507	0.001	0.7497962713241577	0.7984038591384888	0.458207905292511	0.528616726398468
27	0.8114175200462341	0.8879904747009277	0.6005544066429138	0.4047006070613861	0.001	0.7298288345336914	0.7830612659454346	0.40643155574798584	0.5429350733757019
28	0.8187869191169739	0.8959798812866211	0.6173837780952454	0.3924562335014343	0.001	0.7170605659484863	0.7804489731788635	0.41298627853393555	0.5607498288154602
29	0.8262582421302795	0.9068273901939392	0.6337937116622925	0.3718881607055664	0.001	0.7325454950332642	0.7859559059143066	0.4133402705192566	0.5574515461921692
30	0.8362765908241272	0.9137323498725891	0.6554731130599976	0.3585849404335022	0.001	0.7268405556678772	0.782455325126648	0.4180528521537781	0.5632146596908569
31	0.8450044393539429	0.9202315807342529	0.6742546558380127	0.3470328450202942	0.001	0.7222222089767456	0.7680392861366272	0.38265275955200195	0.5913785099983215
