loss	auc	accuracy	kappa	val_loss	val_auc	val_accuracy	val_kappa	lr
0.5567169189453125	0.7837657332420349	0.7197582125663757	0.42058563232421875	0.499816358089447	0.822593092918396	0.7697636485099792	0.5094430446624756	0.0010000000474974513
0.5116379261016846	0.822490930557251	0.7565373778343201	0.49474287033081055	0.534063458442688	0.836635947227478	0.7402879595756531	0.47927355766296387	0.0010000000474974513
0.5001046657562256	0.8313705921173096	0.7622767090797424	0.5062998533248901	0.5009814500808716	0.844677746295929	0.7652812004089355	0.522045373916626	0.0010000000474974513
0.49046561121940613	0.8394092917442322	0.7697480320930481	0.5219972729682922	0.4780963957309723	0.8506505489349365	0.7849768996238708	0.5267255306243896	0.0010000000474974513
0.47963306307792664	0.8473396897315979	0.7811587452888489	0.545279860496521	0.46720170974731445	0.8518379926681519	0.7887802124023438	0.5579118728637695	0.0010000000474974513
0.476214736700058	0.8496353626251221	0.7810229063034058	0.545698881149292	0.4948781430721283	0.8467105627059937	0.7681336402893066	0.5261697173118591	0.0010000000474974513
0.465615451335907	0.8563058972358704	0.7868301272392273	0.5566980838775635	0.5027363896369934	0.8453329205513	0.7635153532028198	0.5177077054977417	0.0010000000474974513
0.459368497133255	0.8605149984359741	0.7905318140983582	0.5651208162307739	0.4622853994369507	0.8510541915893555	0.7988318204879761	0.5707104802131653	0.0010000000474974513
0.4511483907699585	0.8668625950813293	0.7984106540679932	0.5813082456588745	0.46797728538513184	0.8611831665039062	0.7940776944160461	0.5743609666824341	0.0010000000474974513
0.44567176699638367	0.8692503571510315	0.8002445101737976	0.5851395130157471	0.4651462137699127	0.8545461893081665	0.7982885241508484	0.5763344764709473	0.0010000000474974513
0.44051408767700195	0.8726696372032166	0.7998369932174683	0.5842481851577759	0.4746496081352234	0.8567885160446167	0.796930193901062	0.556493878364563	0.0010000000474974513
0.43167102336883545	0.8784246444702148	0.8081912398338318	0.6013523936271667	0.4922417104244232	0.852714478969574	0.7799510955810547	0.5454551577568054	0.0010000000474974513
0.427731454372406	0.8809287548065186	0.8082931637763977	0.6021406650543213	0.47253692150115967	0.8514740467071533	0.7976093292236328	0.5646893978118896	0.0010000000474974513
0.39647120237350464	0.8990889191627502	0.8299259543418884	0.6457957029342651	0.45887917280197144	0.8638484477996826	0.8067101240158081	0.5944223403930664	0.00020000000949949026
0.3850914239883423	0.9046438932418823	0.836004912853241	0.6587384939193726	0.453654408454895	0.8650296926498413	0.810513436794281	0.600480854511261	0.00020000000949949026
0.38089418411254883	0.907405436038971	0.8348841667175293	0.6566717624664307	0.4557567536830902	0.8648420572280884	0.8109209537506104	0.5967998504638672	0.00020000000949949026
0.37366774678230286	0.9110704660415649	0.8392651081085205	0.6659666299819946	0.4657779633998871	0.8638036251068115	0.8046726584434509	0.5931053757667542	0.00020000000949949026
0.36832359433174133	0.9131902456283569	0.8421177864074707	0.6719749569892883	0.4708077907562256	0.8654962182044983	0.7999184727668762	0.5857869386672974	0.00020000000949949026
0.36459359526634216	0.9151352047920227	0.8443931341171265	0.6766104102134705	0.4680245518684387	0.8617880940437317	0.8039934635162354	0.5845890641212463	0.00020000000949949026
0.3609940707683563	0.9166622161865234	0.845072329044342	0.6779783964157104	0.4696832299232483	0.8627151250839233	0.8068459630012512	0.5891144871711731	0.00020000000949949026
0.34875744581222534	0.9229040145874023	0.8517285585403442	0.6915462017059326	0.46659350395202637	0.8643419146537781	0.8018201589584351	0.5848878622055054	4.0000002627493814e-05
0.34429433941841125	0.9251235127449036	0.8535963892936707	0.6958730220794678	0.46938174962997437	0.8643937706947327	0.8022276759147644	0.5854926705360413	4.0000002627493814e-05
0.3459743559360504	0.9244436621665955	0.8520681858062744	0.692652702331543	0.47020459175109863	0.8643471002578735	0.8034501671791077	0.587942361831665	4.0000002627493814e-05
0.3417433202266693	0.926136314868927	0.8526794910430908	0.6938480734825134	0.46908944845199585	0.8648399114608765	0.8076609373092651	0.5959094166755676	4.0000002627493814e-05
0.3405902087688446	0.9265863299369812	0.8552944660186768	0.6992049217224121	0.4741523563861847	0.8647483587265015	0.8046726584434509	0.5915536880493164	4.0000002627493814e-05
