loss	auc	accuracy	kappa	val_loss	val_auc	val_accuracy	val_kappa	lr
0.9771263003349304	0.5423421859741211	0.5622495412826538	0.04887419939041138	1.6346639394760132	0.5137696266174316	0.42189621925354004	0.007603585720062256	0.0010000000474974513
0.79413241147995	0.5601175427436829	0.5715207457542419	0.0732041597366333	0.6954855918884277	0.5949521660804749	0.5960336923599243	0.0858500599861145	0.0010000000474974513
0.7539415955543518	0.5967391729354858	0.6025266647338867	0.12297618389129639	0.8239063024520874	0.5363089442253113	0.5377614498138428	0.00047659873962402344	0.0010000000474974513
0.6630926132202148	0.644263744354248	0.6334306597709656	0.19424748420715332	0.668986439704895	0.6594464182853699	0.6119260787963867	0.04837566614151001	0.0010000000474974513
0.6232131719589233	0.6843312382698059	0.6625348329544067	0.2560364603996277	0.7216585874557495	0.6758239269256592	0.6521325707435608	0.16697847843170166	0.0010000000474974513
0.595066249370575	0.7134981751441956	0.6858656406402588	0.30502480268478394	0.5898918509483337	0.7231025099754333	0.6901656985282898	0.31804221868515015	0.0010000000474974513
0.5724950432777405	0.7424581050872803	0.7065815329551697	0.35385507345199585	0.5739609003067017	0.7497451901435852	0.7144797444343567	0.36467301845550537	0.0010000000474974513
0.552579402923584	0.7631673812866211	0.7204713821411133	0.38651102781295776	0.5996160507202148	0.7211174368858337	0.6536267399787903	0.2930349111557007	0.0010000000474974513
0.5293751358985901	0.7897326350212097	0.7384364604949951	0.43012040853500366	0.5919472575187683	0.7568255662918091	0.6798424124717712	0.35304421186447144	0.0010000000474974513
0.5056201219558716	0.8113734722137451	0.7546016573905945	0.46870434284210205	0.5672224164009094	0.770351767539978	0.7076881527900696	0.39377063512802124	0.0010000000474974513
0.4816509783267975	0.8325102925300598	0.7697819471359253	0.5041515827178955	0.5356202721595764	0.7980179786682129	0.7419179677963257	0.42244619131088257	0.0010000000474974513
0.4511294364929199	0.8561555743217468	0.788935661315918	0.5483590364456177	0.6653777956962585	0.7720608115196228	0.65145343542099	0.3299298882484436	0.0010000000474974513
0.41070473194122314	0.8835554718971252	0.8109080791473389	0.5978714227676392	0.6300277709960938	0.7351457476615906	0.6712849736213684	0.3193034529685974	0.0010000000474974513
0.36392855644226074	0.9108015298843384	0.8379066586494446	0.6569843292236328	0.5672817826271057	0.7876836657524109	0.7367563247680664	0.440140962600708	0.0010000000474974513
0.30568355321884155	0.9387446045875549	0.8663655519485474	0.7190057635307312	0.662804365158081	0.7617703676223755	0.6875848770141602	0.3687228560447693	0.0010000000474974513
0.23799847066402435	0.9643140435218811	0.9017183780670166	0.7942081689834595	0.8583580255508423	0.7777525186538696	0.6460201144218445	0.3236173987388611	0.0010000000474974513
0.12028508633375168	0.9939860701560974	0.9624736905097961	0.92171311378479	0.6825476884841919	0.8132990598678589	0.7607986927032471	0.4946058988571167	0.00020000000949949026
0.0845361053943634	0.9978122711181641	0.9782992601394653	0.9548080563545227	0.7167100310325623	0.8125501871109009	0.7647378444671631	0.5024082660675049	0.00020000000949949026
0.06562163680791855	0.9990506768226624	0.9856347441673279	0.9701223373413086	0.7523025870323181	0.809578537940979	0.756859540939331	0.4900723695755005	0.00020000000949949026
0.049498531967401505	0.9996179938316345	0.990864634513855	0.9810116291046143	0.785788893699646	0.8080333471298218	0.7538712024688721	0.48711174726486206	0.00020000000949949026
0.03697963431477547	0.9998512864112854	0.9952794909477234	0.9901918768882751	0.8440757989883423	0.8113727569580078	0.7544145584106445	0.49117207527160645	0.00020000000949949026
